OrderID,CustomerID,EmployeeID,OrderDate,Employee Name,Sales,Freight,ShipVia,Shipper CompanyName,Customer ComapanyName,ProductID,ProductName,CategoryID,CategoryName,TerritoryID,RegionID,RegionDescription,SupplierID,Supplier CompanyName,Quantity,UnitPrice,Discount
10355,AROUT,6,15-11-1996,Suyama Michael,144,41.95,2,United Package,Around the Horn,24,Guaraná Fantástica,1,Beverages,85014,2,Western,10,Refrescos Americanas LTDA,10,14.4,0
10356,WANDK,6,18-11-1996,Suyama Michael,164.4,36.71,1,Speedy Express,Die Wandernde Kuh,31,Gorgonzola Telino,4,Dairy Products,85014,2,Western,14,Formaggi Fortini s.r.l.,13,38,0
10357,LILAS,1,19-11-1996,Davolio Nancy,6155.3,34.88,1,Speedy Express,LILA-Supermercado,10,Ikura,8,Seafood,06897,1,Eastern,4,Tokyo Traders,241,117,0.200000003
10358,LAMAI,5,20-11-1996,Buchanan Steven,982,19.64,2,United Package,La maison d'Asie,24,Guaraná Fantástica,1,Beverages,02903,1,Eastern,10,Refrescos Americanas LTDA,90,39.4,0.050000001
10359,SEVES,5,21-11-1996,Buchanan Steven,2261.7,288.43,1,Speedy Express,Seven Seas Imports,16,Pavlova,3,Confections,02903,1,Eastern,7,"Pavlova, Ltd.",140,63.3,0.050000001
10360,BLONP,4,22-11-1996,Peacock Margaret,4819.2,131.7,2,United Package,Blondesddsl père et fils,28,Rössle Sauerkraut,7,Produce,20852,1,Eastern,12,Plutzer Lebensmittelgroßmärkte AG,50,269.2,0
10361,QUICK,1,22-11-1996,Davolio Nancy,88.5,183.17,1,Speedy Express,QUICK-Stop,39,Chartreuse verte,1,Beverages,06897,1,Eastern,18,Aux joyeux ecclésiastiques,15,5.9,0.100000001
10362,BONAP,3,25-11-1996,Leverling Janet,2233,96.04,2,United Package,Bon app',25,NuNuCa Nuß-Nougat-Creme,3,Confections,30346,4,Southern,11,Heli Süßwaren GmbH & Co. KG,66,68.8,0
10363,DRACD,4,26-11-1996,Peacock Margaret,953.8,30.54,3,Federal Shipping,Drachenblut Delikatessen,31,Gorgonzola Telino,4,Dairy Products,20852,1,Eastern,14,Formaggi Fortini s.r.l.,60,43.8,0
10364,EASTC,1,26-11-1996,Davolio Nancy,144.8,71.97,2,United Package,Eastern Connection,69,Gudbrandsdalsost,4,Dairy Products,06897,1,Eastern,15,Norske Meierier,18,15.6,0
10365,ANTON,3,27-11-1996,Leverling Janet,2544.4,22,2,United Package,Antonio Moreno Taquería,11,Queso Cabrales,4,Dairy Products,30346,4,Southern,5,Cooperativa de Quesos 'Las Cabras',86,93.2,0
10367,VAFFE,7,28-11-1996,King Robert,934.5,13.55,3,Federal Shipping,Vaffeljernet,34,Sasquatch Ale,1,Beverages,60179,2,Western,16,Bigfoot Breweries,35,51.9,0
10368,ERNSH,2,29-11-1996,Fuller Andrew,3463.15,101.95,2,United Package,Ernst Handel,21,Sir Rodney's Scones,3,Confections,01581,1,Eastern,8,"Specialty Biscuits, Ltd.",108,88.2,0.100000001
10369,SPLIR,8,02-12-1996,Callahan Laura,2564.25,195.68,3,Federal Shipping,Split Rail Beer & Ale,29,Thüringer Rostbratwurst,6,Meat/Poultry,19428,3,Northern,12,Plutzer Lebensmittelgroßmärkte AG,72,94.5,0
10370,CHOPS,6,03-12-1996,Suyama Michael,411.85,1.17,3,Federal Shipping,Chop-suey Chinese,1,Chai,1,Beverages,85014,2,Western,1,Exotic Liquids,17,46,0.150000006
10371,LAMAI,1,03-12-1996,Davolio Nancy,2300,0.45,2,United Package,La maison d'Asie,36,Inlagd Sill,8,Seafood,06897,1,Eastern,17,Svensk Sjöföda AB,160,59.6,0.200000003
10372,QUEEN,5,04-12-1996,Buchanan Steven,2855.75,890.78,2,United Package,Queen Cozinha,20,Sir Rodney's Marmalade,3,Confections,02903,1,Eastern,8,"Specialty Biscuits, Ltd.",105,49.6,0.25
10374,WOLZA,1,05-12-1996,Davolio Nancy,395.85,3.94,2,United Package,Wolski  Zajazd,31,Gorgonzola Telino,4,Dairy Products,06897,1,Eastern,14,Formaggi Fortini s.r.l.,40,21.6,0
10375,HUNGC,3,06-12-1996,Leverling Janet,141.6,20.12,1,Speedy Express,Hungry Coyote Import Store,14,Tofu,7,Produce,30346,4,Southern,6,Mayumi's,24,5.9,0
10376,MEREP,1,09-12-1996,Davolio Nancy,153.85,20.39,3,Federal Shipping,Mère Paillarde,31,Gorgonzola Telino,4,Dairy Products,06897,1,Eastern,14,Formaggi Fortini s.r.l.,30,9.5,0.050000001
10377,SEVES,1,09-12-1996,Davolio Nancy,10741.2,22.21,3,Federal Shipping,Seven Seas Imports,28,Rössle Sauerkraut,7,Produce,06897,1,Eastern,12,Plutzer Lebensmittelgroßmärkte AG,62,227.6,0.150000006
10378,FOLKO,5,10-12-1996,Buchanan Steven,568.8,5.44,3,Federal Shipping,Folk och fä HB,71,Flotemysost,4,Dairy Products,02903,1,Eastern,15,Norske Meierier,16,113.4,0
10379,QUEDE,2,11-12-1996,Fuller Andrew,480,45.03,1,Speedy Express,Que Delícia,41,Jack's New England Clam Chowder,8,Seafood,01581,1,Eastern,19,New England Seafood Cannery,50,19.2,0.100000001
10380,HUNGO,8,12-12-1996,Callahan Laura,1106.4,35.03,2,United Package,Hungry Owl All-Night Grocers,30,Nord-Ost Matjeshering,8,Seafood,19428,3,Northern,13,Nord-Ost-Fisch Handelsgesellschaft mbH,62,58,0.100000001
10382,ERNSH,4,13-12-1996,Peacock Margaret,451.85,94.77,1,Speedy Express,Ernst Handel,5,Chef Anton's Gumbo Mix,2,Condiments,20852,1,Eastern,2,New Orleans Cajun Delights,40,30,0
10383,AROUT,8,16-12-1996,Callahan Laura,3654.25,34.24,3,Federal Shipping,Around the Horn,13,Konbu,8,Seafood,19428,3,Northern,6,Mayumi's,206,51.1,0
10384,BERGS,3,16-12-1996,Leverling Janet,7390.2,168.64,3,Federal Shipping,Berglunds snabbköp,20,Sir Rodney's Marmalade,3,Confections,30346,4,Southern,8,"Specialty Biscuits, Ltd.",138,368.1,0
10386,FAMIA,9,18-12-1996,Dodsworth Anne,1549.6,13.99,1,Speedy Express,Familia Arquibaldo,24,Guaraná Fantástica,1,Beverages,03049,3,Northern,10,Refrescos Americanas LTDA,94,59.5,0
10387,SANTG,1,18-12-1996,Davolio Nancy,447.2,93.63,3,Federal Shipping,Santé Gourmet,24,Guaraná Fantástica,1,Beverages,06897,1,Eastern,10,Refrescos Americanas LTDA,44,30.6,0
10389,BOTTM,4,20-12-1996,Peacock Margaret,403.2,47.42,2,United Package,Bottom-Dollar Markets,10,Ikura,8,Seafood,20852,1,Eastern,4,Tokyo Traders,24,16.8,0
10390,ERNSH,6,23-12-1996,Suyama Michael,834.2,126.38,3,Federal Shipping,Ernst Handel,31,Gorgonzola Telino,4,Dairy Products,85014,2,Western,14,Formaggi Fortini s.r.l.,76,44.3,0.100000001
10391,DRACD,3,23-12-1996,Leverling Janet,1833.9,5.45,2,United Package,Drachenblut Delikatessen,13,Konbu,8,Seafood,30346,4,Southern,6,Mayumi's,78,86.6,0
10392,PICCO,2,24-12-1996,Fuller Andrew,2526.95,122.46,2,United Package,Piccolo und mehr,69,Gudbrandsdalsost,4,Dairy Products,01581,1,Eastern,15,Norske Meierier,38,129.4,0
10393,SAVEA,1,25-12-1996,Davolio Nancy,1173.7,126.56,2,United Package,Save-a-lot Markets,2,Chang,1,Beverages,06897,1,Eastern,1,Exotic Liquids,65,49,0.25
10394,HUNGC,1,25-12-1996,Davolio Nancy,91,30.34,1,Speedy Express,Hungry Coyote Import Store,13,Konbu,8,Seafood,06897,1,Eastern,6,Mayumi's,6,15.2,0
10396,FRANK,1,27-12-1996,Davolio Nancy,459,135.35,3,Federal Shipping,Frankenversand,23,Tunnbröd,5,Grains/Cereals,06897,1,Eastern,9,PB Knäckebröd AB,45,20.6,0
10397,PRINI,5,27-12-1996,Buchanan Steven,338,60.26,2,United Package,Princesa Isabel Vinhos,21,Sir Rodney's Scones,3,Confections,02903,1,Eastern,8,"Specialty Biscuits, Ltd.",25,24.5,0.150000006
10398,SAVEA,2,30-12-1996,Fuller Andrew,419.95,89.16,2,United Package,Save-a-lot Markets,35,Steeleye Stout,1,Beverages,01581,1,Eastern,16,Bigfoot Breweries,42,10,0
10400,EASTC,1,01-01-1997,Davolio Nancy,103.2,83.93,3,Federal Shipping,Eastern Connection,29,Thüringer Rostbratwurst,6,Meat/Poultry,06897,1,Eastern,12,Plutzer Lebensmittelgroßmärkte AG,6,17.2,0
10401,RATTC,1,01-01-1997,Davolio Nancy,958.9,12.51,1,Speedy Express,Rattlesnake Canyon Grocery,30,Nord-Ost Matjeshering,8,Seafood,06897,1,Eastern,13,Nord-Ost-Fisch Handelsgesellschaft mbH,44,59.6,0
10402,ERNSH,8,02-01-1997,Callahan Laura,1419.5,67.88,3,Federal Shipping,Ernst Handel,23,Tunnbröd,5,Grains/Cereals,19428,3,Northern,9,PB Knäckebröd AB,74,86.1,0
10403,ERNSH,4,03-01-1997,Peacock Margaret,2900,73.79,1,Speedy Express,Ernst Handel,16,Pavlova,3,Confections,20852,1,Eastern,7,"Pavlova, Ltd.",165,176,0.150000006
10404,MAGAA,2,03-01-1997,Fuller Andrew,899,155.97,3,Federal Shipping,Magazzini Alimentari Riuniti,26,Gumbär Gummibärchen,3,Confections,01581,1,Eastern,11,Heli Süßwaren GmbH & Co. KG,55,48.2,0.050000001
10405,LINOD,1,06-01-1997,Davolio Nancy,2222.4,34.82,3,Federal Shipping,LINO-Delicateses,3,Aniseed Syrup,2,Condiments,06897,1,Eastern,1,Exotic Liquids,43,92,0
10406,QUEEN,7,07-01-1997,King Robert,166,108.04,3,Federal Shipping,Queen Cozinha,1,Chai,1,Beverages,60179,2,Western,1,Exotic Liquids,25,14.8,0
10407,OTTIK,2,07-01-1997,Fuller Andrew,1058.4,91.48,2,United Package,Ottilies Käseladen,11,Queso Cabrales,4,Dairy Products,01581,1,Eastern,5,Cooperativa de Quesos 'Las Cabras',48,101.2,0
10409,OCEAN,3,09-01-1997,Leverling Janet,2274.9,29.83,1,Speedy Express,Océano Atlántico Ltda.,14,Tofu,7,Produce,30346,4,Southern,6,Mayumi's,169,61.8,0
10410,BOTTM,3,10-01-1997,Leverling Janet,86.4,2.4,3,Federal Shipping,Bottom-Dollar Markets,33,Geitost,4,Dairy Products,30346,4,Southern,15,Norske Meierier,18,4.8,0
10411,BOTTM,9,10-01-1997,Dodsworth Anne,1440,23.65,3,Federal Shipping,Bottom-Dollar Markets,41,Jack's New England Clam Chowder,8,Seafood,03049,3,Northern,19,New England Seafood Cannery,50,28.8,0.200000003
10412,WARTH,8,13-01-1997,Callahan Laura,3301.6,3.77,3,Federal Shipping,Wartian Herkku,14,Tofu,7,Produce,19428,3,Northern,6,Mayumi's,176,79.9,0.100000001
10413,LAMAI,3,14-01-1997,Leverling Janet,442,95.66,3,Federal Shipping,La maison d'Asie,1,Chai,1,Beverages,30346,4,Southern,1,Exotic Liquids,20,44.2,0
10414,FAMIA,2,14-01-1997,Fuller Andrew,1903.8,21.48,3,Federal Shipping,Familia Arquibaldo,19,Teatime Chocolate Biscuits,3,Confections,01581,1,Eastern,8,"Specialty Biscuits, Ltd.",121,52.2,0.050000001
10415,HUNGC,3,15-01-1997,Leverling Janet,842.9,0.2,1,Speedy Express,Hungry Coyote Import Store,17,Alice Mutton,6,Meat/Poultry,30346,4,Southern,7,"Pavlova, Ltd.",28,50.4,0
10416,WARTH,8,16-01-1997,Callahan Laura,2735.9,22.72,3,Federal Shipping,Wartian Herkku,19,Teatime Chocolate Biscuits,3,Confections,19428,3,Northern,8,"Specialty Biscuits, Ltd.",150,33.6,0
10417,SIMOB,4,16-01-1997,Peacock Margaret,3063,70.29,3,Federal Shipping,Simons bistro,38,Côte de Blaye,1,Beverages,20852,1,Eastern,18,Aux joyeux ecclésiastiques,86,129.4,0
10418,QUICK,4,17-01-1997,Peacock Margaret,3868.6,17.55,1,Speedy Express,QUICK-Stop,2,Chang,1,Beverages,20852,1,Eastern,1,Exotic Liquids,168,85.1,0
10421,QUEDE,8,21-01-1997,Callahan Laura,1674.85,99.23,1,Speedy Express,Que Delícia,19,Teatime Chocolate Biscuits,3,Confections,19428,3,Northern,8,"Specialty Biscuits, Ltd.",100,52.1,0.150000006
10422,FRANS,2,22-01-1997,Fuller Andrew,400,3.02,1,Speedy Express,Franchi S.p.A.,26,Gumbär Gummibärchen,3,Confections,01581,1,Eastern,11,Heli Süßwaren GmbH & Co. KG,50,8,0
10423,GOURL,6,23-01-1997,Suyama Michael,2017.8,24.5,1,Speedy Express,Gourmet Lanchonetes,31,Gorgonzola Telino,4,Dairy Products,85014,2,Western,14,Formaggi Fortini s.r.l.,89,88.7,0
10424,MEREP,7,23-01-1997,King Robert,1194,370.61,2,United Package,Mère Paillarde,35,Steeleye Stout,1,Beverages,60179,2,Western,16,Bigfoot Breweries,60,62.8,0.200000003
10426,GALED,4,27-01-1997,Peacock Margaret,802,18.69,3,Federal Shipping,Galería del gastrónomo,56,Gnocchi di nonna Alice,5,Grains/Cereals,20852,1,Eastern,26,Pasta Buttini s.r.l.,65,46,0
10427,PICCO,4,27-01-1997,Peacock Margaret,1207.9,31.29,3,Federal Shipping,Piccolo und mehr,14,Tofu,7,Produce,20852,1,Eastern,6,Mayumi's,74,67.2,0
10428,REGGC,7,28-01-1997,King Robert,371.9,11.09,2,United Package,Reggiani Caseifici,46,Spegesild,8,Seafood,60179,2,Western,21,Lyngbysild,20,18.6,0
10429,HUNGO,3,29-01-1997,Leverling Janet,2123.2,56.63,2,United Package,Hungry Owl All-Night Grocers,50,Valkoinen suklaa,3,Confections,30346,4,Southern,23,Karkki Oy,78,68.2,0
10430,ERNSH,4,30-01-1997,Peacock Margaret,231.35,458.78,3,Federal Shipping,Ernst Handel,17,Alice Mutton,6,Meat/Poultry,20852,1,Eastern,7,"Pavlova, Ltd.",68,9.3,0.200000003
10431,BOTTM,4,30-01-1997,Peacock Margaret,102.4,44.17,1,Speedy Express,Bottom-Dollar Markets,17,Alice Mutton,6,Meat/Poultry,20852,1,Eastern,7,"Pavlova, Ltd.",22,33.2,0.25
10432,SPLIR,3,31-01-1997,Leverling Janet,720,4.34,3,Federal Shipping,Split Rail Beer & Ale,26,Gumbär Gummibärchen,3,Confections,30346,4,Southern,11,Heli Süßwaren GmbH & Co. KG,50,49.1,0
10433,PRINI,3,03-02-1997,Leverling Janet,11282.7,73.83,3,Federal Shipping,Princesa Isabel Vinhos,56,Gnocchi di nonna Alice,5,Grains/Cereals,30346,4,Southern,26,Pasta Buttini s.r.l.,123,240.8,0
10434,FOLKO,3,03-02-1997,Leverling Janet,1814.8,17.92,1,Speedy Express,Folk och fä HB,11,Queso Cabrales,4,Dairy Products,30346,4,Southern,5,Cooperativa de Quesos 'Las Cabras',146,53.6,0
10435,CONSH,8,04-02-1997,Callahan Laura,1272.75,9.21,1,Speedy Express,Consolidated Holdings,2,Chang,1,Beverages,19428,3,Northern,1,Exotic Liquids,59,68.8,0
10436,BLONP,3,05-02-1997,Leverling Janet,49.8,156.66,1,Speedy Express,Blondesddsl père et fils,46,Spegesild,8,Seafood,30346,4,Southern,21,Lyngbysild,2,24.9,0
10437,WARTH,8,05-02-1997,Callahan Laura,1020,19.97,3,Federal Shipping,Wartian Herkku,53,Perth Pasties,6,Meat/Poultry,19428,3,Northern,24,"G'day, Mate",34,54,0
10438,TOMSP,3,06-02-1997,Leverling Janet,11492.6,8.24,2,United Package,Toms Spezialitäten,19,Teatime Chocolate Biscuits,3,Confections,30346,4,Southern,8,"Specialty Biscuits, Ltd.",139,235.2,0.200000003
10439,MEREP,6,07-02-1997,Suyama Michael,338.2,4.07,1,Speedy Express,Mère Paillarde,12,Queso Manchego La Pastora,4,Dairy Products,85014,2,Western,5,Cooperativa de Quesos 'Las Cabras',12,57,0
10440,SAVEA,4,10-02-1997,Peacock Margaret,651,86.53,2,United Package,Save-a-lot Markets,2,Chang,1,Beverages,20852,1,Eastern,1,Exotic Liquids,35,18.6,0.150000006
10441,OLDWO,3,10-02-1997,Leverling Janet,192,73.02,1,Speedy Express,Old World Delicatessen,27,Schoggi Schokolade,3,Confections,30346,4,Southern,11,Heli Süßwaren GmbH & Co. KG,20,9.6,0
10442,ERNSH,3,11-02-1997,Leverling Janet,1748.25,47.94,2,United Package,Ernst Handel,11,Queso Cabrales,4,Dairy Products,30346,4,Southern,5,Cooperativa de Quesos 'Las Cabras',75,48.1,0
10443,REGGC,8,12-02-1997,Callahan Laura,5795.6,13.95,1,Speedy Express,Reggiani Caseifici,11,Queso Cabrales,4,Dairy Products,19428,3,Northern,5,Cooperativa de Quesos 'Las Cabras',195,113.6,0.200000003
10444,BERGS,3,12-02-1997,Leverling Janet,2522.25,3.5,2,United Package,Berglunds snabbköp,17,Alice Mutton,6,Meat/Poultry,30346,4,Southern,7,"Pavlova, Ltd.",130,53.5,0
10445,BERGS,3,13-02-1997,Leverling Janet,485,9.3,2,United Package,Berglunds snabbköp,39,Chartreuse verte,1,Beverages,30346,4,Southern,18,Aux joyeux ecclésiastiques,50,30.8,0
10446,TOMSP,6,14-02-1997,Suyama Michael,851.2,14.68,3,Federal Shipping,Toms Spezialitäten,19,Teatime Chocolate Biscuits,3,Confections,85014,2,Western,8,"Specialty Biscuits, Ltd.",28,30.4,0.100000001
10447,RICAR,4,14-02-1997,Peacock Margaret,359.85,68.66,2,United Package,Ricardo Adocicados,19,Teatime Chocolate Biscuits,3,Confections,20852,1,Eastern,8,"Specialty Biscuits, Ltd.",24,31.2,0
10448,RANCH,4,17-02-1997,Peacock Margaret,631.6,38.82,2,United Package,Rancho grande,26,Gumbär Gummibärchen,3,Confections,20852,1,Eastern,11,Heli Süßwaren GmbH & Co. KG,32,59.8,0
10449,BLONP,3,18-02-1997,Leverling Janet,2210.5,53.3,2,United Package,Blondesddsl père et fils,10,Ikura,8,Seafood,30346,4,Southern,4,Tokyo Traders,99,72.8,0
10450,VICTE,8,19-02-1997,Callahan Laura,393,7.23,1,Speedy Express,Victuailles en stock,10,Ikura,8,Seafood,19428,3,Northern,4,Tokyo Traders,15,26.2,0.200000003
10451,QUICK,4,19-02-1997,Peacock Margaret,566.9,189.09,2,United Package,QUICK-Stop,55,Pâté chinois,6,Meat/Poultry,20852,1,Eastern,25,Ma Maison,50,34.1,0.100000001
10452,SAVEA,8,20-02-1997,Callahan Laura,1078,140.26,3,Federal Shipping,Save-a-lot Markets,28,Rössle Sauerkraut,7,Produce,19428,3,Northern,12,Plutzer Lebensmittelgroßmärkte AG,67,78.9,0
10454,LAMAI,4,21-02-1997,Peacock Margaret,1755,2.74,2,United Package,La maison d'Asie,16,Pavlova,3,Confections,20852,1,Eastern,7,"Pavlova, Ltd.",50,35.1,0.200000003
10455,WARTH,8,24-02-1997,Callahan Laura,1792,180.45,2,United Package,Wartian Herkku,39,Chartreuse verte,1,Beverages,19428,3,Northern,18,Aux joyeux ecclésiastiques,170,36.3,0
10456,KOENE,8,25-02-1997,Callahan Laura,537.4,8.12,1,Speedy Express,Königlich Essen,21,Sir Rodney's Scones,3,Confections,19428,3,Northern,8,"Specialty Biscuits, Ltd.",18,53.2,0.150000006
10457,KOENE,2,25-02-1997,Fuller Andrew,1031.7,11.57,3,Federal Shipping,Königlich Essen,59,Raclette Courdavault,4,Dairy Products,01581,1,Eastern,28,Gai pâturage,63,78.2,0
10458,SUPRD,7,26-02-1997,King Robert,174.9,147.06,1,Speedy Express,Suprêmes délices,26,Gumbär Gummibärchen,3,Confections,60179,2,Western,11,Heli Süßwaren GmbH & Co. KG,21,20.3,0
10459,VICTE,4,27-02-1997,Peacock Margaret,273.2,25.09,1,Speedy Express,Victuailles en stock,7,Uncle Bob's Organic Dried Pears,7,Produce,20852,1,Eastern,3,Grandma Kelly's Homestead,50,26.5,0.050000001
10460,FOLKO,8,28-02-1997,Callahan Laura,914.4,16.27,2,United Package,Folk och fä HB,68,Scottish Longbreads,3,Confections,19428,3,Northern,8,"Specialty Biscuits, Ltd.",77,41.3,0.25
10461,LILAS,1,28-02-1997,Davolio Nancy,443.4,148.61,2,United Package,LILA-Supermercado,21,Sir Rodney's Scones,3,Confections,06897,1,Eastern,8,"Specialty Biscuits, Ltd.",26,39.6,0.25
10462,CONSH,2,03-03-1997,Fuller Andrew,1838.2,6.17,2,United Package,Consolidated Holdings,13,Konbu,8,Seafood,01581,1,Eastern,6,Mayumi's,69,69.8,0
10463,SUPRD,5,04-03-1997,Buchanan Steven,531,14.78,2,United Package,Suprêmes délices,19,Teatime Chocolate Biscuits,3,Confections,02903,1,Eastern,8,"Specialty Biscuits, Ltd.",26,30.7,0
10464,FURIB,4,04-03-1997,Peacock Margaret,4277,89,3,Federal Shipping,Furia Bacalhau e Frutos do Mar,4,Chef Anton's Cajun Seasoning,2,Condiments,20852,1,Eastern,2,New Orleans Cajun Delights,238,73,0.200000003
10465,VAFFE,1,05-03-1997,Davolio Nancy,2095.95,145.04,1,Speedy Express,Vaffeljernet,24,Guaraná Fantástica,1,Beverages,06897,1,Eastern,10,Refrescos Americanas LTDA,115,51.9,0
10466,COMMI,4,06-03-1997,Peacock Margaret,413.4,11.93,3,Federal Shipping,Comércio Mineiro,11,Queso Cabrales,4,Dairy Products,20852,1,Eastern,5,Cooperativa de Quesos 'Las Cabras',50,25.5,0
10467,MAGAA,8,06-03-1997,Callahan Laura,2684,4.93,2,United Package,Magazzini Alimentari Riuniti,24,Guaraná Fantástica,1,Beverages,19428,3,Northern,10,Refrescos Americanas LTDA,125,80.6,0
10468,KOENE,3,07-03-1997,Leverling Janet,655.7,44.12,2,United Package,Königlich Essen,30,Nord-Ost Matjeshering,8,Seafood,30346,4,Southern,13,Nord-Ost-Fisch Handelsgesellschaft mbH,61,24,0
10469,WHITC,1,10-03-1997,Davolio Nancy,1584,60.18,1,Speedy Express,White Clover Markets,2,Chang,1,Beverages,06897,1,Eastern,1,Exotic Liquids,36,44,0.150000006
10470,BONAP,4,11-03-1997,Peacock Margaret,3891,64.56,3,Federal Shipping,Bon app',18,Carnarvon Tigers,8,Seafood,20852,1,Eastern,7,"Pavlova, Ltd.",145,145.7,0
10471,BSBEV,2,11-03-1997,Fuller Andrew,1687.9,45.59,2,United Package,B's Beverages,7,Uncle Bob's Organic Dried Pears,7,Produce,01581,1,Eastern,3,Grandma Kelly's Homestead,76,61.4,0
10472,SEVES,8,12-03-1997,Callahan Laura,234.3,4.2,1,Speedy Express,Seven Seas Imports,24,Guaraná Fantástica,1,Beverages,19428,3,Northern,10,Refrescos Americanas LTDA,25,16.2,0.050000001
10473,ISLAT,1,13-03-1997,Davolio Nancy,2050.85,16.37,3,Federal Shipping,Island Trading,33,Geitost,4,Dairy Products,06897,1,Eastern,15,Norske Meierier,128,47.9,0
10474,PERIC,5,13-03-1997,Buchanan Steven,156,83.49,1,Speedy Express,Pericles Comidas clásicas,14,Tofu,7,Produce,02903,1,Eastern,6,Mayumi's,22,12,0
10475,SUPRD,9,14-03-1997,Dodsworth Anne,713.3,68.52,3,Federal Shipping,Suprêmes délices,31,Gorgonzola Telino,4,Dairy Products,03049,3,Northern,14,Formaggi Fortini s.r.l.,71,18.5,0.150000006
10476,HILAA,8,17-03-1997,Callahan Laura,1847.6,4.41,2,United Package,HILARION-Abastos,55,Pâté chinois,6,Meat/Poultry,19428,3,Northern,25,Ma Maison,69,112,0.050000001
10477,PRINI,5,17-03-1997,Buchanan Steven,2718.8,13.02,3,Federal Shipping,Princesa Isabel Vinhos,1,Chai,1,Beverages,02903,1,Eastern,1,Exotic Liquids,118,137.9,0
10478,VICTE,2,18-03-1997,Fuller Andrew,216,4.81,1,Speedy Express,Victuailles en stock,10,Ikura,8,Seafood,01581,1,Eastern,4,Tokyo Traders,15,26.4,0.050000001
10479,RATTC,3,19-03-1997,Leverling Janet,235.2,708.95,2,United Package,Rattlesnake Canyon Grocery,38,Côte de Blaye,1,Beverages,30346,4,Southern,18,Aux joyeux ecclésiastiques,40,14.8,0
10481,RICAR,8,20-03-1997,Callahan Laura,1125.05,64.33,1,Speedy Express,Ricardo Adocicados,49,Maxilaku,3,Confections,19428,3,Northern,23,Karkki Oy,77,44.6,0
10482,LAZYK,1,21-03-1997,Davolio Nancy,1820.8,7.48,2,United Package,Lazy K Kountry Store,40,Boston Crab Meat,8,Seafood,06897,1,Eastern,19,New England Seafood Cannery,53,83.8,0
10483,WHITC,7,24-03-1997,King Robert,1328,15.28,3,Federal Shipping,White Clover Markets,34,Sasquatch Ale,1,Beverages,60179,2,Western,16,Bigfoot Breweries,50,54.4,0.050000001
10484,BSBEV,3,24-03-1997,Leverling Janet,1051.15,6.88,1,Speedy Express,B's Beverages,21,Sir Rodney's Scones,3,Confections,30346,4,Southern,8,"Specialty Biscuits, Ltd.",98,46,0
10485,LINOD,4,25-03-1997,Peacock Margaret,230.4,64.45,3,Federal Shipping,LINO-Delicateses,2,Chang,1,Beverages,20852,1,Eastern,1,Exotic Liquids,24,19.2,0.100000001
10486,HILAA,1,26-03-1997,Davolio Nancy,1249.1,30.53,2,United Package,HILARION-Abastos,11,Queso Cabrales,4,Dairy Products,06897,1,Eastern,5,Cooperativa de Quesos 'Las Cabras',61,75.9,0
10487,QUEEN,2,26-03-1997,Fuller Andrew,1770.35,71.07,1,Speedy Express,Queen Cozinha,19,Teatime Chocolate Biscuits,3,Confections,01581,1,Eastern,8,"Specialty Biscuits, Ltd.",137,38,0
10488,FRANK,8,27-03-1997,Callahan Laura,182.35,4.93,3,Federal Shipping,Frankenversand,59,Raclette Courdavault,4,Dairy Products,19428,3,Northern,28,Gai pâturage,14,31.2,0
10489,PICCO,6,28-03-1997,Suyama Michael,671.5,5.29,2,United Package,Piccolo und mehr,11,Queso Cabrales,4,Dairy Products,85014,2,Western,5,Cooperativa de Quesos 'Las Cabras',56,36.8,0.25
10490,HILAA,7,31-03-1997,King Robert,495.95,210.19,3,Federal Shipping,HILARION-Abastos,59,Raclette Courdavault,4,Dairy Products,60179,2,Western,28,Gai pâturage,20,24.8,0
10491,FURIB,8,31-03-1997,Callahan Laura,10495.6,16.96,3,Federal Shipping,Furia Bacalhau e Frutos do Mar,44,Gula Malacca,2,Condiments,19428,3,Northern,20,Leka Trading,148,307.6,0.150000006
10492,BOTTM,3,01-04-1997,Leverling Janet,1472,62.89,2,United Package,Bottom-Dollar Markets,25,NuNuCa Nuß-Nougat-Creme,3,Confections,30346,4,Southern,11,Heli Süßwaren GmbH & Co. KG,64,43.2,0.050000001
10493,LAMAI,4,02-04-1997,Peacock Margaret,147,10.64,3,Federal Shipping,La maison d'Asie,65,Louisiana Fiery Hot Pepper Sauce,2,Condiments,20852,1,Eastern,2,New Orleans Cajun Delights,10,14.7,0.100000001
10494,COMMI,4,02-04-1997,Peacock Margaret,703.9,65.99,2,United Package,Comércio Mineiro,56,Gnocchi di nonna Alice,5,Grains/Cereals,20852,1,Eastern,26,Pasta Buttini s.r.l.,65,21.6,0
10495,LAUGB,3,03-04-1997,Leverling Janet,386.2,4.65,3,Federal Shipping,Laughing Bacchus Wine Cellars,23,Tunnbröd,5,Grains/Cereals,30346,4,Southern,9,PB Knäckebröd AB,27,65.1,0
10496,TRADH,7,04-04-1997,King Robert,1759.6,46.77,2,United Package,Tradição Hipermercados,31,Gorgonzola Telino,4,Dairy Products,60179,2,Western,14,Formaggi Fortini s.r.l.,130,54.4,0.050000001
10497,LEHMS,7,04-04-1997,King Robert,1272,36.21,2,United Package,Lehmanns Marktstand,56,Gnocchi di nonna Alice,5,Grains/Cereals,60179,2,Western,26,Pasta Buttini s.r.l.,46,67.2,0
